candidate,day,tweet_count,retweet_count,like_count,reply_count
roussel,2022-01-18,68,6321,29815,2658
roussel,2022-01-19,29,2491,12872,691
roussel,2022-01-20,27,1309,4617,358
roussel,2022-01-21,33,3738,17106,841
roussel,2022-01-22,38,3030,17965,1226
roussel,2022-01-23,63,3711,15255,1207
roussel,2022-01-24,63,3925,17180,1258
roussel,2022-01-25,31,1897,6011,371
roussel,2022-01-26,67,6248,29493,3684
roussel,2022-01-27,28,2131,7289,501
roussel,2022-01-28,31,1606,6538,791
roussel,2022-01-29,25,1936,8531,444
roussel,2022-01-30,29,1062,4424,246
roussel,2022-01-31,68,5911,38365,2026
roussel,2022-02-01,99,8400,45791,3994
roussel,2022-02-02,103,7582,42364,3382
roussel,2022-02-03,58,3560,18434,1228
roussel,2022-02-04,58,2285,10734,1875
roussel,2022-02-05,32,1027,4416,270
roussel,2022-02-06,182,8731,41367,3067
roussel,2022-02-07,71,4650,20629,1990
roussel,2022-02-08,64,4874,18444,1600
roussel,2022-02-09,47,2061,8870,602
roussel,2022-02-10,33,2032,7624,381
roussel,2022-02-11,47,2848,11861,1099
roussel,2022-02-12,42,2021,8377,605
roussel,2022-02-13,74,5265,23875,1586
roussel,2022-02-14,63,4063,19457,1533
roussel,2022-02-15,155,11043,48214,6533
roussel,2022-02-16,73,4395,14395,1374
roussel,2022-02-17,109,5324,18480,2520
roussel,2022-02-18,47,2450,8069,958
roussel,2022-02-19,39,3233,8356,572
roussel,2022-02-20,58,3773,13354,2083
roussel,2022-02-21,106,10358,36478,6215
roussel,2022-02-22,69,3451,12762,1397
roussel,2022-02-23,37,1896,5822,466
roussel,2022-02-24,72,4165,14914,2085
roussel,2022-02-25,27,1521,4339,278
roussel,2022-02-26,21,2174,10577,784
roussel,2022-02-27,12,684,2623,320
roussel,2022-02-28,41,3187,10511,770
roussel,2022-03-01,96,5231,18124,986
roussel,2022-03-02,28,1559,5718,708
roussel,2022-03-03,26,1263,4060,484
roussel,2022-03-04,35,1810,5558,477
roussel,2022-03-05,50,4154,14360,2425
roussel,2022-03-06,37,2027,6576,807
roussel,2022-03-07,54,3164,8587,946
roussel,2022-03-08,63,4600,20527,2096
roussel,2022-03-09,78,4572,15667,2295
roussel,2022-03-10,123,6495,20182,2596
roussel,2022-03-11,79,5848,20640,3154
roussel,2022-03-12,46,2170,6683,700
roussel,2022-03-13,116,9255,31802,3276
zemmour,2022-01-03,61,16663,63682,3966
zemmour,2022-01-04,87,32525,117856,7350
zemmour,2022-01-05,60,15543,49868,2706
zemmour,2022-01-06,115,28577,96864,4925
zemmour,2022-01-07,245,55434,223011,6795
zemmour,2022-01-08,149,37670,146236,8053
zemmour,2022-01-09,212,52218,167727,10344
zemmour,2022-01-10,153,38496,135717,7617
zemmour,2022-01-11,153,34261,106581,6418
zemmour,2022-01-12,287,61953,226408,12184
zemmour,2022-01-13,140,35619,117205,6905
zemmour,2022-01-14,167,52807,203686,7337
zemmour,2022-01-15,302,73058,218090,12439
zemmour,2022-01-16,196,50783,157805,7343
zemmour,2022-01-17,205,37661,100905,6409
zemmour,2022-01-18,130,32585,105106,6245
zemmour,2022-01-19,188,57664,184374,8576
zemmour,2022-01-20,155,46447,145166,8823
zemmour,2022-01-21,179,47599,158387,8307
zemmour,2022-01-22,318,79981,276351,10664
zemmour,2022-01-23,220,63513,203803,11424
zemmour,2022-01-24,198,44958,175814,9035
zemmour,2022-01-25,149,32503,98401,6677
zemmour,2022-01-26,139,30504,95956,5380
zemmour,2022-01-27,224,50949,179643,16694
zemmour,2022-01-28,209,56873,203277,7801
zemmour,2022-01-29,173,46650,144947,10392
zemmour,2022-01-30,159,27108,84528,4674
zemmour,2022-01-31,185,43359,140879,9813
zemmour,2022-02-01,171,32945,100116,5814
zemmour,2022-02-02,295,67966,225530,14372
zemmour,2022-02-03,168,33853,122609,7940
zemmour,2022-02-04,129,28238,84115,6316
zemmour,2022-02-05,348,91524,301482,14448
zemmour,2022-02-06,139,25680,77496,5319
zemmour,2022-02-07,228,59311,190777,14198
zemmour,2022-02-08,138,30148,87812,8817
zemmour,2022-02-09,297,70990,236488,16989
zemmour,2022-02-10,166,40736,122011,8869
zemmour,2022-02-11,128,37513,121640,7597
zemmour,2022-02-12,202,54774,186712,8011
zemmour,2022-02-13,268,57495,188744,11579
zemmour,2022-02-14,176,48526,167954,10597
zemmour,2022-02-15,209,44771,146777,7968
zemmour,2022-02-16,189,43466,131651,9214
zemmour,2022-02-17,173,45391,131828,11039
zemmour,2022-02-18,147,27146,105937,7396
zemmour,2022-02-19,305,70232,233107,12404
zemmour,2022-02-20,229,42608,127192,7757
zemmour,2022-02-21,203,48347,149188,9403
zemmour,2022-02-22,232,49737,143857,12669
zemmour,2022-02-23,212,48042,142784,9832
zemmour,2022-02-24,249,33537,101890,12783
zemmour,2022-02-25,177,41086,127828,7326
zemmour,2022-02-26,155,23926,75528,6905
zemmour,2022-02-27,172,31766,95085,8530
zemmour,2022-02-28,178,36738,113344,9410
zemmour,2022-03-01,163,29533,105519,6460
zemmour,2022-03-02,179,40555,137783,11922
zemmour,2022-03-03,181,43067,113833,11074
zemmour,2022-03-04,247,67341,178113,10329
zemmour,2022-03-05,106,19495,52334,2635
zemmour,2022-03-06,292,70374,215820,13544
zemmour,2022-03-07,217,49036,144452,11396
zemmour,2022-03-08,178,42902,125188,9375
zemmour,2022-03-09,135,38396,103030,6721
zemmour,2022-03-10,299,62975,177207,17997
zemmour,2022-03-11,152,32222,90986,7749
zemmour,2022-03-12,270,65191,187409,11345
zemmour,2022-03-13,211,50912,143889,8409
